MSZoning,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Functional,FireplaceQu,GarageType,GarageFinish,GarageQual,GarageCond,PavedDrive,PoolQC,Fence,MiscFeature,SaleType,SaleCondition
0,0,0,1,0,0,3,0,1,0,0,0,1,1,2,68,52,0,0,7,4,1,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,10,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,10,0,0,0,1,0,0,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,7,0,0,0,3,5,2,46,33,0,0,1,1,1,1,0,1,0,0,0,0,1,0,0,4,3,3,2,0,0,1,0,0,0
1,0,2,0,0,0,2,0,7,0,0,0,1,1,3,69,16,0,0,1,1,1,1,1,2,0,1,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,1,2,3,3,70,41,0,0,2,5,1,1,1,2,0,1,0,0,1,0,0,4,3,3,2,0,0,0,0,0,0
0,0,0,1,0,0,0,0,19,0,0,0,1,3,0,32,40,1,0,2,5,1,0,0,1,0,0,0,2,1,0,2,0,2,0,0,0,0,2,0,2,0
0,0,0,0,0,0,0,0,10,0,0,0,0,2,0,22,12,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,6,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,16,0,0,0,1,2,2,38,35,1,3,7,4,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,1,0,0,0,0,7,1,0,0,2,3,2,71,8,0,0,1,1,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,11,0,0,0,1,1,0,14,13,1,0,4,4,2,1,0,1,0,3,0,0,1,0,2,0,2,0,0,2,0,0,0,0,0
0,0,0,1,0,0,0,0,18,0,0,3,0,0,3,72,26,0,0,3,3,1,0,1,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,11,0,0,0,1,1,0,53,39,0,0,5,2,3,1,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,2,0
0,0,0,1,0,0,0,0,16,0,0,0,1,1,0,73,53,0,0,0,4,2,1,0,1,0,2,0,0,1,3,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,15,0,0,0,1,1,3,52,14,0,0,5,2,1,1,0,1,0,2,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0
0,0,0,1,0,0,2,0,19,0,0,0,0,1,0,62,31,0,0,7,4,0,0,0,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,9,0,0,0,2,3,0,18,46,0,0,1,1,1,0,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,18,0,0,0,1,4,0,74,37,1,0,0,0,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,2
1,0,0,0,0,0,0,0,7,0,0,0,1,3,2,66,10,0,0,2,5,1,0,0,1,0,2,0,0,1,0,0,1,1,1,0,1,0,0,0,0,0
3,0,0,0,0,0,0,0,5,0,0,4,0,1,0,4,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,26,8,0,0,9,8,1,1,0,2,0,1,0,0,1,0,2,1,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,15,3,0,0,1,3,2,24,10,1,0,2,5,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0
1,0,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,1,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,8,6,3,0,2,3,1,75,47,0,0,8,4,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
1,0,0,2,0,0,0,0,7,3,0,0,7,6,7,76,40,0,1,2,5,1,0,1,2,0,0,0,0,2,0,1,1,1,4,0,0,0,3,0,0,0
0,0,0,1,0,0,3,0,4,0,0,0,5,0,0,59,47,0,0,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0
0,0,0,0,0,0,0,0,7,0,0,0,2,3,3,77,26,0,0,3,3,1,1,0,1,0,0,0,0,1,3,0,1,1,1,1,1,0,1,0,0,0
0,0,0,0,1,0,0,0,12,1,0,2,4,3,0,56,43,0,0,7,4,2,1,0,1,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,4
0,0,0,0,0,0,0,0,18,0,0,3,1,2,0,2,2,0,0,6,6,1,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,2,0,0,0,0,2,1,78,54,1,0,4,7,1,0,0,1,0,2,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,11,0,0,0,0,0,7,41,16,0,0,3,3,0,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,40,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,15,0,0,4,0,0,0,6,16,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,3,3,41,28,1,0,3,3,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,20,0,0,4,0,1,2,1,1,0,0,7,10,1,1,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,22,12,1,0,6,6,2,2,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,0,0,0,2,0,11,3,0,0,0,2,4,79,20,0,0,9,8,1,0,1,0,0,1,0,0,0,0,4,1,1,0,0,0,1,3,0,0,1
1,0,0,0,0,0,2,0,7,0,0,0,7,1,2,80,8,0,0,2,5,1,1,0,1,0,0,0,0,1,0,0,4,3,3,2,0,0,1,0,0,1
0,0,0,0,0,0,0,0,10,0,0,0,1,2,0,6,6,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,2,0,15,0,0,0,1,5,0,0,16,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,4,0,0,0,1,1,2,54,44,0,0,7,4,1,1,0,1,0,2,0,0,1,0,3,1,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,2,0,7,3,0,0,2,1,2,67,8,0,0,1,1,1,1,1,2,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,2,0
1,0,0,0,0,0,0,0,0,0,0,3,1,1,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,7,0,0,0,2,3,3,81,8,0,0,8,9,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,4,0,0,0
0,0,0,0,0,0,2,0,17,0,0,0,1,0,0,59,20,0,0,3,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,9,4,0,0,1,3,0,12,11,0,0,3,3,1,1,1,1,0,2,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,11,0,0,0,1,5,0,14,13,0,0,2,5,1,1,0,0,0,2,0,0,1,0,5,0,0,0,0,0,0,2,0,0,0
0,0,0,1,2,0,0,1,12,0,0,0,0,0,0,62,31,0,0,7,4,0,0,0,1,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,1,3,39,27,1,0,3,3,2,1,0,1,0,0,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,1,3,2,82,8,0,0,9,8,1,1,0,1,0,2,1,2,1,0,0,4,3,3,2,0,0,0,0,0,0
0,0,0,0,0,0,2,0,15,0,0,0,1,1,0,51,37,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,0,0,0,0,0,0,5,0,0,0,0,0,0,51,37,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2
0,0,0,2,0,0,3,0,0,0,0,0,1,3,0,49,5,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,1,0,0,0,0,0,0,1,3,54,44,0,0,3,3,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,0
0,0,0,1,0,0,0,0,11,0,0,0,1,3,2,24,29,0,0,3,3,0,1,0,1,0,2,0,0,0,1,3,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,7,0,0,0,0,5,4,82,8,0,0,1,1,1,1,0,1,0,3,1,0,1,0,0,1,1,0,0,0,0,0,0,0,5
0,0,0,1,0,0,2,0,2,0,0,0,2,0,7,9,10,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,21,0,0,3,1,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,17,0,0,0,0,1,0,20,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0,6,6,0,0,0,1,2,34,50,0,0,0,0,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,1,0,11,0,0,0,1,5,2,63,48,0,0,3,3,1,1,0,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,10,0,0,0,1,6,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,22,0,0,4,0,3,0,63,48,0,0,3,3,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,2,1
0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,49,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1,0,0,0,0,0,0,0,22,0,0,4,0,1,2,16,3,0,0,3,3,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,9,1,0,0,1,3,0,17,15,0,0,3,3,1,1,0,1,0,2,0,0,1,0,3,1,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,21,0,0,3,1,0,0,11,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,1,2,28,19,1,0,1,1,0,1,0,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,3,0,0,0,0,2,0,49,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,22,0,0,4,0,1,0,41,28,0,0,3,3,0,1,0,1,0,2,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,1,3,2,1,1,0,0,3,3,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,17,0,0,0,0,1,0,20,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,22,0,0,3,0,1,6,63,48,0,0,3,3,0,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,12,8,0,0,0,0,3,5,0,0,0,3,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,1,2,0,22,12,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,15,0,0,0,2,1,4,43,8,0,0,0,0,1,1,0,1,0,2,0,2,1,0,2,1,1,0,0,0,0,1,0,0,0
3,0,0,0,0,0,0,0,5,0,0,0,1,2,0,74,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,7,0,0,0,1,3,7,43,18,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,4,3,3,2,0,0,0,0,0,0
1,0,0,0,0,0,2,0,7,0,0,0,2,3,4,83,8,0,0,2,5,1,1,0,2,0,1,1,2,1,0,0,0,1,1,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,12,0,0,3,0,1,2,84,23,0,0,7,4,1,1,0,1,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,29,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,62,55,0,0,2,5,0,1,0,1,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,7,0,0,1,0,1,1,48,8,0,0,8,9,1,1,2,5,0,1,1,3,3,0,0,1,1,5,4,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,1,0,30,56,1,0,2,7,1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,2,2,0,3,2,19,0,0,0,2,1,3,18,10,0,0,2,3,3,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,1,0,0
0,0,0,1,0,0,0,0,8,0,0,0,1,7,5,70,24,0,0,2,4,1,1,3,1,0,0,0,0,3,4,0,4,3,3,2,0,0,2,1,0,0
1,0,0,1,3,0,0,1,2,0,0,3,1,2,0,13,12,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,5
0,0,0,1,0,0,0,0,12,0,0,0,0,1,0,6,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,5,1,3,39,47,1,0,3,3,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,5,0
0,0,0,0,0,0,0,0,11,0,0,0,1,3,2,24,57,0,0,1,1,1,1,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,40,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
3,0,0,1,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,13,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,7,0,0,0,1,3,0,46,33,0,0,4,7,1,1,0,0,0,1,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,11,3,0,0,5,1,0,12,11,0,0,2,5,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,22,12,0,0,6,6,2,0,0,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,1,2
0,0,0,1,0,0,2,0,9,0,0,0,5,1,3,54,5,0,0,3,4,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0
1,0,0,0,0,0,2,0,7,0,0,0,2,3,3,15,14,0,0,2,5,1,1,0,2,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
1,0,1,3,1,0,0,0,7,3,0,0,1,3,0,82,16,0,0,2,5,1,1,0,2,0,1,1,3,1,0,0,1,1,0,0,1,0,0,0,0,0
0,0,0,1,0,0,0,0,6,0,0,0,1,1,2,38,35,0,0,1,1,0,1,1,1,0,2,0,0,0,0,1,0,2,0,0,0,0,3,0,0,0
0,0,0,1,3,0,1,0,17,0,0,0,0,1,0,35,18,0,0,0,0,1,1,0,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,23,0,0,0,7,3,1,9,18,0,0,2,5,1,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,13,0,0,0,1,3,2,70,21,0,0,0,0,1,1,0,1,0,0,0,0,1,0,2,1,2,4,5,0,0,0,0,0,0
0,0,0,1,0,0,2,0,15,0,0,0,1,1,3,1,1,1,0,3,3,0,1,1,1,0,2,0,0,1,0,3,0,0,0,3,0,0,3,0,0,0
3,0,0,0,0,0,0,0,5,0,0,0,0,2,0,13,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2
0,0,0,1,2,0,3,2,19,0,0,0,1,0,3,30,6,4,4,7,4,1,1,0,1,0,0,0,0,1,4,1,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,3,0,0,0,0,2,3,40,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,1,0,0,1,1,2,18,55,1,0,2,5,3,1,0,1,0,1,0,0,1,1,2,0,0,0,0,0,0,1,0,0,0
0,0,0,0,0,0,2,0,4,0,0,0,1,3,3,44,38,0,0,3,11,1,1,0,1,0,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,8,0,0,0,2,0,3,82,12,0,0,2,5,1,0,1,2,1,1,1,0,2,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,17,0,0,0,1,5,0,23,58,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,10,0,0,0,1,4,0,13,12,0,0,6,6,0,2,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,54,44,1,0,7,4,0,1,0,1,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12,0,0,0,0,0,2,85,31,0,0,7,4,0,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
3,0,2,0,0,0,0,0,5,0,0,0,1,1,0,13,10,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,10,0,0,4,1,0,0,22,17,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,6,0
0,0,0,0,0,0,0,0,5,1,0,0,1,2,0,74,37,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,1,2
0,0,0,0,0,0,0,0,12,0,0,3,1,1,0,86,36,0,0,7,11,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,0,2,1,0,0,0,0,5,0,0,3,0,0,0,13,12,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2
0,0,0,1,1,0,0,0,11,0,0,0,2,1,3,12,35,0,0,2,5,1,1,0,1,0,2,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0
0,0,0,1,0,0,2,0,11,0,0,0,1,5,4,63,48,0,0,3,3,1,1,0,1,0,2,0,0,1,0,0,4,3,3,2,0,0,0,0,0,0
0,0,0,1,0,0,0,0,9,0,0,0,1,3,0,17,15,0,0,1,1,0,1,1,1,0,2,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0,8,6,0,0,0,1,3,3,0,0,0,2,5,1,1,0,2,0,0,0,2,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,1,2
0,0,1,0,1,0,0,0,23,0,0,1,0,3,2,80,4,0,0,0,0,1,1,2,0,0,0,1,0,3,0,0,4,3,3,2,1,0,0,0,0,0
0,0,0,0,0,0,0,0,15,0,0,0,2,3,4,87,17,0,0,2,5,1,1,0,1,0,1,0,0,1,3,2,0,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,6,7,0,0,0,0,3,54,54,0,0,7,4,0,1,0,1,0,3,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,1,0,31,32,1,0,3,3,2,1,0,1,0,2,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,3,0,4,0,0,0,5,1,2,68,52,0,0,3,3,1,1,0,1,0,2,0,0,1,0,0,1,1,0,0,0,0,3,0,0,0
1,0,0,0,0,0,0,0,13,0,0,0,2,3,0,52,8,0,0,2,5,1,1,0,1,0,2,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0
3,0,2,1,0,0,0,0,5,0,0,0,0,0,0,35,30,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,0,0,0,1,2,21,34,3,0,3,12,0,0,0,1,0,1,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,2,0,0,0,1,1,1,52,16,0,0,3,3,1,1,1,1,0,0,0,0,0,0,2,0,1,0,0,0,0,3,0,0,5
0,0,0,0,0,0,2,0,2,0,0,1,1,3,0,31,32,1,0,1,1,0,1,0,1,0,2,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0
0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,45,41,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,0,0,0,0,1,3,3,41,28,0,0,0,0,1,1,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,2,0,0,1
1,0,0,0,0,0,0,0,7,0,0,0,7,0,7,88,2,0,0,6,6,1,1,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,6,6,0,0,6,6,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,59,47,0,0,3,4,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,0,1,1,0,0,0,0,13,3,0,0,2,1,3,26,8,0,0,1,1,1,1,2,1,0,2,0,2,3,0,0,4,3,3,2,1,0,1,0,0,0
0,0,0,1,0,0,0,0,15,0,0,0,1,5,0,70,8,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,10,0,0,0,1,4,0,0,16,0,0,0,0,1,0,0,0,0,0,0,0,2,0,4,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,17,0,0,0,0,1,0,5,54,0,0,3,3,0,1,0,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,11,0,0,0,1,1,2,47,2,0,0,0,0,1,1,1,1,0,0,0,0,1,0,2,1,1,0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0,7,3,0,1,2,3,3,9,8,0,0,1,1,1,1,0,1,0,2,0,0,1,0,2,1,1,0,0,0,0,1,0,0,0
0,0,0,3,2,0,0,2,16,0,0,0,1,0,0,10,9,1,0,4,7,1,1,0,1,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0,7,0,0,0,0,0,3,82,20,0,0,2,5,1,1,0,2,0,0,0,0,2,0,2,1,1,1,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,17,0,0,0,0,0,0,6,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0,6,0,0,0,0,0,3,84,23,0,0,6,6,0,0,0,1,0,2,0,0,2,0,1,0,0,0,0,0,0,3,0,0,0
3,0,0,0,0,0,0,0,5,0,0,0,0,2,0,13,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,5,40,0,0,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,84,23,0,0,7,4,0,1,0,1,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,0,0,0,0,0,2,0,10,0,0,0,0,4,0,13,10,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
0,0,0,1,0,0,0,0,10,0,0,0,0,2,0,6,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0,12,0,0,0,0,0,0,73,26,0,0,7,4,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,1,0,0,0
