MSZoning,Utilities,LotConfig,LandSlope,ExterCond,Heating,PoolQC,MiscFeature,TotalBsmtSF,1stFlrSF,GrLivArea,FullBath,TotRmsAbvGrd,Fireplaces,GarageCars,GarageArea,SalePrice,OverallCond,OverallQual
0,0,2,2,0,0,0,1,1499,1619,1786,2,7,2,2,529,228950,6,5
0,0,2,0,0,0,0,0,1922,1922,1922,2,8,1,3,676,377426,5,9
0,0,0,0,0,0,0,0,1536,1536,1536,2,7,0,2,532,214000,5,7
0,0,2,0,0,0,0,1,1208,1621,1621,2,8,0,2,440,202500,7,7
0,0,0,0,0,0,0,0,1215,1215,1215,1,6,0,1,297,155000,7,6
0,0,0,0,0,0,0,0,967,993,1908,2,9,0,2,431,202900,5,8
4,0,0,0,2,0,0,0,721,841,841,1,4,0,1,294,82000,4,4
0,0,0,0,0,3,0,0,0,1040,1040,2,6,0,2,400,87500,4,3
0,0,0,0,0,0,0,0,1684,1684,1684,2,6,1,2,564,266000,5,9
1,0,0,0,0,0,0,0,536,536,1112,1,4,0,1,336,85000,3,5
0,0,0,0,0,0,0,0,972,972,1577,1,6,1,1,312,140200,5,6
0,0,3,0,1,0,0,2,958,958,958,1,5,0,1,301,151500,8,6
0,0,0,0,0,0,0,0,1478,1478,1478,2,6,2,2,498,157500,5,6
0,0,0,0,0,0,0,0,764,764,1626,2,6,0,2,474,154000,5,7
0,0,0,0,0,0,0,0,1848,1848,2728,2,10,2,3,706,437154,5,9
0,0,0,0,0,0,0,0,1869,1869,1869,2,6,1,2,617,318061,5,9
0,0,0,1,0,0,0,0,1453,1453,1453,1,6,1,2,445,190000,5,7
0,0,0,0,0,0,0,0,616,616,1111,1,5,0,1,200,95000,6,5
1,0,0,0,1,0,0,0,624,720,720,1,5,0,2,484,105900,8,6
0,0,0,0,0,0,0,0,940,1192,1595,1,6,2,1,240,140000,5,6
0,0,0,0,1,0,0,0,1200,1200,1200,2,6,0,2,521,177500,5,6
0,0,0,0,0,0,0,0,1158,1167,1167,2,6,0,2,400,173000,6,6
1,0,0,0,0,0,0,0,1142,1142,1142,1,6,1,2,528,134000,5,5
0,0,0,0,0,0,0,0,1062,1352,1352,1,6,0,1,288,130000,4,5
0,0,3,0,0,0,0,0,1086,1086,1924,2,7,1,2,592,280000,5,8
0,0,3,0,0,0,0,0,888,912,912,1,5,1,2,470,156000,6,6
0,0,0,0,0,0,0,0,883,988,1505,1,8,0,1,240,145000,5,5
0,0,2,0,0,0,0,0,0,495,1922,3,7,1,2,672,198500,5,7
1,0,0,0,0,0,0,0,483,483,987,1,5,0,1,264,118000,8,6
0,0,1,0,0,0,0,0,796,790,1574,2,6,1,2,566,190000,5,6
1,0,0,0,1,0,0,0,672,672,1344,1,6,0,1,468,147000,7,5
0,0,0,0,0,0,0,0,1394,1394,1394,1,6,2,2,514,159000,5,6
0,0,2,0,0,0,0,0,1099,1431,1431,1,6,1,1,296,165000,5,6
0,0,0,0,0,0,0,0,1268,1268,1268,1,7,1,1,244,132000,6,5
0,0,2,0,1,0,0,0,1063,1287,1287,1,7,1,2,576,162000,7,5
0,0,0,0,0,0,0,0,953,953,1664,2,7,1,2,460,172400,5,6
0,0,0,0,0,0,0,0,0,1120,1588,2,7,1,2,680,134432,4,4
0,0,0,0,0,0,0,0,744,752,752,1,4,0,1,264,125000,5,6
0,0,0,0,0,0,0,0,608,1319,1319,1,5,0,1,270,123000,6,5
0,0,0,0,0,0,0,0,847,847,1928,2,8,1,2,434,219500,5,7
0,0,0,2,2,0,0,0,683,904,904,0,4,0,0,0,61000,1,1
0,0,3,0,0,0,0,0,870,914,914,1,5,0,2,576,148000,5,5
3,0,2,0,0,0,0,0,1580,1580,2466,3,8,1,2,610,340000,5,8
0,0,2,0,0,0,0,0,1856,1856,1856,1,8,1,3,834,394432,2,9
0,0,0,0,0,0,0,0,982,1007,1800,2,7,1,2,463,179000,5,6
0,0,0,0,0,0,0,0,1026,1026,1691,2,6,1,1,308,127000,6,5
3,0,0,0,0,0,0,0,1293,1301,1301,2,5,1,2,572,187750,5,7
0,0,0,0,0,0,0,0,939,939,1797,2,8,0,2,639,213500,5,7
4,0,2,0,0,0,0,0,784,784,784,1,5,0,2,360,76000,3,6
0,0,2,1,0,0,0,0,1580,1079,1953,2,9,2,2,501,240000,5,6
0,0,0,0,0,0,0,0,1256,1269,1269,2,6,1,2,430,192000,5,8
0,0,1,0,2,0,0,0,658,658,1184,1,8,0,0,0,81000,3,5
0,0,0,0,0,0,0,0,1041,1125,1125,1,6,1,1,352,125000,6,6
0,0,3,0,0,0,0,0,1468,1479,1479,2,6,0,2,577,191000,5,7
0,0,0,0,0,0,0,0,1682,1742,2332,2,9,1,3,846,426000,5,10
0,0,0,0,0,0,0,0,861,961,1367,1,7,0,1,384,119000,8,5
0,0,3,0,0,0,0,0,804,804,1961,2,7,1,2,560,215000,5,6
0,0,0,0,0,0,0,1,0,882,882,1,5,0,1,294,106500,7,5
0,0,2,0,0,0,0,0,788,788,788,1,4,2,0,0,100000,5,4
0,0,0,0,0,0,0,0,735,735,1034,1,5,0,1,240,109000,6,5
0,0,0,0,0,0,0,0,1144,1144,1144,1,6,0,1,596,129000,6,5
0,0,0,0,0,0,0,0,894,894,894,1,6,0,2,600,123000,5,5
0,0,0,0,0,0,0,0,864,876,1812,2,8,1,1,264,169500,5,5
1,0,2,0,2,0,0,0,961,1077,1077,1,6,0,1,338,67000,2,5
3,0,0,0,0,0,0,0,1092,1112,1550,2,7,0,2,438,241000,5,7
0,0,0,0,0,0,0,0,1260,1288,1288,1,4,2,2,500,245500,5,8
0,0,0,0,0,0,0,0,1310,1310,1310,2,6,1,2,400,164990,5,7
0,0,0,0,0,0,0,0,672,672,672,1,4,0,1,240,108000,8,5
0,0,2,0,0,0,0,0,1141,1165,2263,2,10,1,2,420,258000,5,8
0,0,0,0,0,0,0,0,806,806,1572,2,7,1,2,373,168000,5,6
0,0,2,0,0,0,0,0,1281,1620,1620,2,8,1,2,490,150000,4,4
0,0,0,0,0,0,0,0,1064,1166,1639,1,6,0,1,240,115000,5,6
0,0,0,0,0,0,0,0,840,840,1680,2,8,0,1,308,177000,7,6
0,0,2,0,0,0,0,0,1063,1071,2172,2,9,1,3,947,280000,5,7
3,0,0,0,0,0,0,0,1034,1050,2078,2,8,1,3,836,339750,5,8
0,0,0,0,2,0,0,0,1276,1276,1276,1,5,0,1,350,60000,3,5
0,0,0,0,0,0,0,0,1056,1056,1056,1,5,0,2,572,145000,5,5
3,0,0,0,0,0,0,0,1470,1478,1478,2,7,1,2,484,222000,5,7
1,0,0,0,0,0,0,0,1008,1028,1028,1,5,1,2,360,115000,6,5
0,0,3,0,0,0,0,0,1080,1080,2097,2,9,1,3,678,228000,5,7
0,0,0,0,0,0,0,0,1340,1340,1340,2,6,0,2,396,181134,5,7
0,0,0,0,0,0,0,0,672,672,1400,1,6,1,2,440,149500,7,6
0,0,0,0,0,1,0,0,1370,1370,2624,2,10,1,3,864,239000,6,6
0,0,0,0,0,0,0,0,756,756,1134,1,7,0,1,240,126000,6,5
0,0,0,0,0,0,0,0,1056,1056,1056,1,6,1,1,304,142000,6,5
1,0,0,0,1,0,0,0,1344,1344,1344,2,8,0,4,784,206300,5,7
0,0,1,0,0,0,0,0,1602,1602,1602,2,8,1,2,529,215000,7,6
0,0,0,1,0,0,0,0,988,988,988,1,4,0,2,520,113000,5,5
0,0,0,0,0,0,0,0,1470,1470,2630,2,8,1,3,696,315000,5,8
0,0,0,0,0,0,0,0,1196,1196,1196,1,6,1,1,297,139000,5,6
1,0,0,0,1,0,0,0,651,707,1389,1,6,2,1,240,135000,8,7
0,0,0,1,0,0,0,0,1518,1644,1644,2,5,1,2,569,275000,5,7
0,0,0,0,0,0,0,0,907,907,907,1,5,0,1,352,109008,6,4
0,0,0,0,0,0,0,0,1208,1208,1208,2,6,0,2,628,195400,5,7
0,0,2,0,0,0,0,0,1392,1412,1412,2,6,1,2,576,175000,5,6
1,0,0,0,0,0,0,0,483,483,987,1,4,0,1,264,85400,5,6
1,0,0,0,0,0,0,0,901,1088,1198,1,7,0,0,0,79900,7,6
1,0,0,0,0,0,0,0,765,765,1365,1,6,0,2,440,122500,5,5
0,0,2,0,0,0,0,0,926,926,1604,2,7,1,2,470,181000,5,6
1,0,0,0,1,0,0,0,630,630,630,1,3,0,0,0,81000,7,4
0,0,3,0,0,0,0,0,799,827,1661,2,6,1,2,550,212000,6,7
1,0,0,0,0,0,0,0,648,734,1118,1,6,0,2,440,116000,8,6
1,0,0,0,0,0,0,0,884,904,904,1,4,0,1,180,119000,7,6
0,0,0,0,0,0,0,0,440,694,694,1,4,1,1,352,90350,6,5
0,0,2,0,0,0,0,1,684,684,1196,1,7,0,2,528,110000,8,6
0,0,0,0,0,0,0,0,3094,2402,2402,2,10,2,3,672,555000,5,10
0,0,0,0,0,0,0,0,1440,1440,1440,2,8,0,0,0,118000,4,4
1,0,0,0,0,0,0,0,1078,1128,1573,2,8,1,2,360,162900,7,5
0,0,0,0,0,0,0,0,1258,1258,1258,2,6,1,3,648,172500,5,7
0,0,0,0,1,0,0,0,915,933,1908,2,8,1,2,493,210000,5,7
0,0,2,0,0,0,0,0,1436,1689,1689,1,7,1,2,480,127500,5,6
0,0,2,0,0,0,0,0,1517,1888,1888,2,6,1,2,578,190000,6,6
0,0,2,0,0,0,0,0,930,956,1886,2,10,1,2,431,199900,5,7
1,0,0,0,0,0,0,0,780,780,1376,2,7,1,1,198,119500,6,6
1,0,0,0,1,0,0,0,649,679,1183,1,6,0,1,308,120000,7,3
1,0,0,0,0,0,0,0,813,813,813,1,5,0,1,270,110000,8,6
0,0,0,1,0,0,0,0,1533,1533,1533,2,5,2,2,576,280000,5,7
0,0,2,0,0,0,0,0,872,888,1756,2,7,0,2,422,204000,5,6
3,0,0,0,0,0,0,0,768,786,1590,2,6,0,2,676,210000,5,8
0,0,0,0,0,0,0,0,1728,1728,1728,2,8,0,2,560,188000,5,5
0,0,0,0,0,0,0,0,1242,1242,1242,1,6,1,2,528,175500,6,7
1,0,0,0,0,0,0,0,624,624,1344,1,7,0,3,513,98000,5,5
0,0,3,1,0,0,0,0,1364,1663,1663,1,6,2,2,529,256000,6,4
1,0,0,0,1,0,0,0,588,833,1666,1,7,1,1,228,161000,7,8
0,0,2,0,0,0,0,0,709,979,1203,1,5,1,1,352,110000,4,5
3,0,0,0,0,0,0,0,832,832,1935,2,8,0,2,552,263435,5,8
0,0,0,0,1,0,0,0,560,575,1135,1,6,0,2,576,155000,9,7
0,0,0,0,0,0,0,0,864,864,864,1,5,1,1,360,62383,5,5
0,0,0,1,0,0,0,0,715,849,1660,1,6,1,1,240,188700,7,6
0,0,0,1,0,0,0,0,1040,1040,1040,2,5,0,0,0,124000,5,5
1,0,0,0,0,0,0,0,1375,1414,1414,2,6,1,2,398,178740,5,7
0,0,0,0,1,0,0,0,1277,1277,1277,1,5,1,2,526,167000,5,7
0,0,0,0,0,0,0,0,728,888,1644,1,7,2,1,312,146500,7,5
0,0,0,0,0,0,0,0,1626,1634,1634,2,7,1,3,866,250000,5,8
0,0,2,0,0,0,0,0,832,832,1710,2,7,0,2,506,187000,5,6
0,0,2,0,0,0,0,0,1488,1502,1502,1,4,0,2,528,212000,5,8
0,0,0,0,0,0,0,0,808,1161,1969,2,8,1,2,534,190000,6,7
1,0,0,0,0,0,0,0,547,1072,1072,1,5,0,2,525,148000,5,6
0,0,0,0,0,0,0,0,1976,1976,1976,2,7,1,3,908,440000,5,8
0,0,0,0,0,0,0,0,1494,1652,1652,2,6,0,2,499,251000,5,8
0,0,2,0,0,0,0,0,970,970,970,1,5,0,2,624,132500,6,5
0,0,0,1,0,0,0,0,1478,1493,1493,2,7,1,2,508,208900,5,6
0,0,0,0,0,0,0,0,2153,2069,2643,2,9,1,3,694,380000,5,9
0,0,0,0,0,0,0,0,1705,1718,1718,2,7,1,3,826,297000,5,8
1,0,0,0,0,0,0,0,907,1131,1131,1,7,0,2,672,89471,7,4
0,0,1,0,0,0,0,0,1833,1850,1850,2,8,1,3,772,326000,5,9
0,0,0,0,0,0,0,0,1792,1792,1792,2,6,1,3,874,374000,5,9
1,0,2,0,0,0,0,0,910,916,1826,1,7,1,1,164,155000,8,7
1,0,1,0,0,0,0,0,1216,1216,1216,2,5,0,2,402,164000,5,6
0,0,2,0,1,0,0,0,999,999,999,1,6,0,1,264,132500,7,5
0,0,0,0,0,0,0,0,1113,1113,1113,1,5,1,1,264,147000,7,5
0,0,0,0,0,0,0,0,1073,1073,1073,1,6,0,2,515,156000,7,5
0,0,0,0,0,0,0,0,1484,1484,1484,2,7,1,2,487,175000,6,5
0,0,2,0,2,0,0,0,954,1766,2414,2,10,1,2,520,160000,4,5
1,0,0,0,1,0,0,0,630,630,630,1,3,0,1,286,86000,8,4
1,0,0,0,0,0,0,0,264,616,1304,1,4,1,1,336,115000,6,5
0,0,0,0,0,0,0,0,806,958,1578,1,5,2,1,240,133000,7,6
0,0,2,0,0,0,0,0,728,728,1456,2,8,0,2,429,172785,5,6
0,0,0,0,0,0,0,0,1269,1269,1269,1,6,1,1,308,155000,6,5
1,0,0,0,0,0,0,0,190,886,886,1,4,0,1,273,91300,8,5
2,0,0,0,0,0,0,0,720,720,720,1,4,0,0,0,34900,5,4
0,0,0,0,0,0,0,0,3200,3228,3228,3,10,1,2,546,430000,5,8
0,0,0,0,1,0,0,0,1026,1133,1820,2,8,0,1,240,184000,6,7
0,0,0,0,0,0,0,0,864,899,899,1,5,0,1,288,130000,7,5
0,0,0,0,0,0,0,1,912,912,912,1,5,0,1,297,120000,7,5
1,0,0,0,0,0,0,0,672,672,1218,1,7,0,1,264,113000,5,6
3,0,0,0,0,0,0,0,866,866,1768,2,7,0,2,603,226700,5,7
0,0,2,0,0,0,0,1,1214,1214,1214,1,6,0,2,461,140000,7,5
0,0,0,0,0,0,0,0,1501,1801,1801,2,6,2,2,484,289000,8,7
0,0,0,0,0,0,0,0,855,855,1322,2,6,1,2,440,147000,5,6
1,0,0,0,0,0,0,0,960,960,1960,2,10,0,2,400,124500,5,5
0,0,0,0,0,0,0,0,777,1065,1911,2,8,1,2,471,215000,5,8
3,0,0,0,0,0,0,0,1218,1218,1218,2,4,0,2,676,208300,5,6
1,0,0,0,4,0,0,0,689,689,1378,2,7,1,2,360,161000,9,7
0,0,2,0,0,0,0,0,1041,1041,1041,1,6,0,1,270,124500,6,5
0,0,0,0,0,0,0,1,1008,1363,1363,1,6,2,1,288,164900,7,5
0,0,0,0,0,0,0,0,1368,1368,1368,2,6,1,2,474,202665,5,7
0,0,2,0,0,0,0,0,864,864,864,1,5,0,2,624,129900,5,5
0,0,2,0,1,0,0,0,1084,1080,1080,1,5,0,2,484,134000,5,6
0,0,0,0,0,2,0,0,768,789,789,1,5,0,1,200,96500,5,5
0,0,0,0,0,0,0,0,2006,2020,2020,2,9,1,3,900,402861,5,10
0,0,2,0,0,0,0,0,689,1378,2119,2,7,1,2,583,158000,6,6
0,0,0,0,0,0,0,0,1264,1277,2344,2,7,1,3,889,265000,5,7
0,0,3,0,0,0,0,0,794,882,1796,2,7,0,2,546,211000,5,6
0,0,0,0,0,0,0,0,1276,1276,2080,1,9,2,1,282,234000,9,7
0,0,0,0,0,0,0,0,0,694,1294,2,7,0,0,0,106250,7,4
0,0,2,0,0,0,0,0,1244,1244,1244,1,6,2,1,336,150000,6,6
1,0,2,0,1,0,0,0,1004,1004,1664,2,7,2,2,420,159000,7,6
0,0,0,0,0,0,0,0,3138,3138,4676,3,11,1,3,884,184750,5,10
0,0,0,0,0,0,0,0,1379,1383,2398,2,8,1,3,834,315750,5,7
3,0,0,0,0,0,0,0,1257,1266,1266,2,6,1,2,453,176000,5,7
0,0,0,0,0,0,0,0,928,928,928,1,4,0,1,252,132000,7,5
0,0,0,0,0,0,0,0,1452,1476,2713,2,11,1,3,858,446261,5,9
0,0,0,0,0,0,0,0,528,605,605,1,5,0,0,0,86000,7,4
0,0,3,0,0,0,0,0,2035,2515,2515,3,9,2,2,484,200624,3,6
0,0,0,0,0,0,0,0,1461,1509,1509,2,5,1,2,600,175000,5,6
1,0,4,0,0,0,0,0,611,751,1362,2,6,0,2,502,128000,8,6
0,0,0,0,0,0,0,0,0,827,827,1,5,1,1,392,107500,7,5
0,0,0,1,2,0,0,0,0,334,334,1,2,0,0,0,39300,3,1
0,0,0,0,0,0,0,0,707,707,1414,2,6,1,2,403,178000,5,8
0,0,0,0,0,0,0,0,1117,820,1347,1,5,0,0,0,107500,7,5
0,0,3,0,0,0,0,0,880,880,1724,2,8,0,2,527,188000,5,7
0,0,1,0,0,0,0,0,864,864,864,1,5,0,2,576,111250,5,4
0,0,0,0,0,0,0,0,1051,1159,1159,1,7,1,1,336,158000,5,5
0,0,0,0,0,0,0,1,1581,1601,1601,2,6,1,2,670,272000,5,8
0,0,0,0,0,0,0,0,1838,1838,1838,2,8,1,3,765,315000,5,9
0,0,1,0,0,0,0,0,969,997,2285,2,8,1,3,648,248000,5,8
0,0,0,0,0,0,0,0,1650,1680,1680,2,7,1,2,583,213250,5,7
4,0,0,0,0,0,0,0,723,767,767,1,4,0,1,367,133000,5,7
0,0,0,0,0,0,0,0,654,664,1496,2,7,1,2,426,179665,5,7
0,0,2,0,1,0,0,0,1204,1377,2183,2,9,0,3,786,229000,5,7
0,0,0,0,0,0,0,0,1065,915,1635,1,6,1,2,440,210000,7,6
0,0,0,0,1,0,0,0,768,768,768,1,5,0,2,624,129500,7,5
1,0,0,0,1,0,0,0,825,825,825,1,4,0,2,720,125000,7,5
3,0,0,0,0,0,0,0,912,912,2094,2,8,1,2,615,263000,5,7
0,0,0,0,0,0,0,0,1069,1069,1069,2,4,0,2,440,140000,6,6
1,0,0,0,0,0,0,0,928,928,928,1,5,0,1,288,112500,6,5
0,0,0,0,0,0,0,0,1709,1717,1717,2,7,1,3,908,255500,5,8
0,0,0,0,0,0,0,0,0,1126,1126,2,5,0,2,520,108000,5,4
0,0,0,0,0,0,0,0,998,1006,2046,2,8,1,3,871,284000,5,7
1,0,0,0,0,0,0,0,993,1048,1048,1,5,1,1,280,113000,6,5
0,0,0,0,0,0,0,0,1092,1092,1092,1,6,1,1,299,141000,5,5
2,0,0,1,0,0,0,0,637,897,1336,1,7,0,1,570,108000,6,4
0,0,1,0,0,0,0,0,729,729,1446,2,6,1,2,406,175000,5,7
0,0,0,0,0,0,0,0,1374,1557,1557,2,7,1,2,420,234000,5,7
0,0,0,0,0,0,0,0,1392,1392,1392,1,5,1,2,528,121500,6,5
0,0,0,1,0,0,0,0,1389,1389,1389,1,6,1,2,418,170000,5,5
0,0,0,0,0,0,0,0,996,996,996,1,6,1,0,0,108000,6,5
0,0,0,0,0,0,0,0,1163,1163,1674,2,8,1,2,396,185000,7,6
0,0,3,0,0,0,0,0,1095,1166,2295,2,9,1,2,590,268000,5,7
0,0,2,0,0,0,0,0,806,841,1647,1,6,0,1,216,128000,4,6
0,0,0,0,0,0,0,0,1122,1134,2504,2,11,1,3,656,325000,5,9
0,0,0,0,0,0,0,0,1517,1535,1535,2,7,0,2,532,214000,5,7
0,0,0,1,0,0,0,0,1496,1496,2132,1,5,1,2,612,316600,8,8
0,0,2,0,0,0,0,0,943,943,943,1,4,2,2,600,135960,5,5
0,0,0,0,0,0,0,0,1728,1728,1728,2,10,0,2,576,142600,5,5
0,0,0,0,0,0,0,0,864,864,864,1,4,0,1,288,120000,6,6
0,0,2,0,0,0,0,0,846,846,1692,2,6,0,2,650,224500,5,7
0,0,0,0,0,0,0,0,384,774,1430,2,8,1,2,400,170000,5,7
0,0,1,0,0,0,0,0,372,576,1109,1,5,0,1,288,139000,7,5
0,0,0,0,0,0,0,0,832,832,1216,1,6,0,1,336,118500,5,5
0,0,0,0,0,0,0,0,861,877,1477,2,6,1,1,216,145000,7,7
0,0,0,0,0,0,0,0,1164,1320,1320,1,6,2,2,564,164500,6,5
3,0,2,0,0,0,0,0,689,703,1392,2,5,0,2,540,146000,5,7
1,0,0,0,0,0,0,0,1050,1050,1795,2,7,0,1,352,131500,5,5
0,0,3,0,0,0,0,0,1144,1429,1429,1,7,2,2,572,181900,6,6
0,0,0,0,0,0,0,0,2042,2042,2042,2,8,1,3,1390,253293,5,8
0,0,0,0,1,0,0,0,816,816,816,1,5,0,0,0,118500,5,6
1,0,0,0,4,0,0,0,1237,1521,2775,3,9,1,2,880,325000,9,10
1,0,0,0,0,0,0,0,884,989,1573,1,6,0,1,240,133000,7,4
0,0,0,0,0,0,0,0,1868,2028,2028,2,7,2,3,880,369900,5,8
0,0,0,0,1,0,0,0,816,838,838,1,5,0,1,275,130000,7,6
0,0,0,0,0,0,0,0,840,860,860,1,4,0,2,528,137000,6,5
0,0,0,2,0,0,0,0,1437,1473,1473,1,5,2,1,452,143000,8,5
1,0,0,0,0,0,0,1,742,779,935,1,4,0,1,308,79500,6,5
0,0,0,0,0,0,0,0,770,770,1582,2,6,0,2,520,185900,5,7
0,0,2,0,0,0,0,0,1722,1728,2296,2,10,1,3,842,451950,5,10
0,0,0,0,1,0,0,0,816,816,816,1,4,0,2,816,138000,8,5
1,0,0,0,0,0,0,0,848,848,848,1,4,0,2,420,140000,5,6
0,0,0,0,0,0,0,0,924,924,924,1,5,0,1,280,110000,6,5
0,0,0,0,0,0,0,0,1814,1826,1826,2,7,1,3,758,319000,5,8
1,0,0,0,0,0,0,0,684,684,1368,1,7,0,1,216,114504,7,6
0,0,0,0,0,0,0,0,1258,1402,1402,0,7,1,3,648,194201,5,7
0,0,0,0,0,0,0,0,1430,1647,1647,2,7,1,2,621,217500,6,5
1,0,0,0,1,0,0,0,716,716,1556,2,6,1,2,452,151000,6,6
0,0,0,0,0,0,0,0,1058,1058,1904,2,8,1,2,736,275000,5,8
1,0,0,0,1,0,0,0,780,780,1375,1,6,1,1,544,141000,6,6
0,0,0,0,0,0,0,0,908,927,1915,2,8,1,2,506,220000,5,8
3,0,0,0,0,0,0,0,600,600,1200,2,4,0,2,480,151000,5,7
0,0,0,0,0,0,0,0,1494,1494,1494,2,6,1,2,530,221000,5,7
0,0,0,0,0,0,0,0,768,1186,1986,2,7,3,2,486,205000,6,7
0,0,2,1,1,0,0,0,1040,1040,1040,1,6,0,2,576,152000,5,5
0,0,0,1,1,0,0,0,896,1112,2008,3,8,0,1,230,225000,8,5
0,0,0,1,0,0,0,0,965,1940,3194,2,10,2,2,380,359100,6,8
0,0,0,0,2,0,0,0,1029,1029,1029,1,5,0,1,261,118500,5,4
0,0,0,0,0,0,0,0,1440,1476,2153,2,8,2,3,736,313000,5,9
0,0,1,0,0,0,0,1,1032,1032,1032,2,6,1,2,564,148000,6,6
0,0,0,0,0,0,0,0,1299,1299,1872,2,7,1,2,531,261500,5,8
0,0,0,0,0,0,0,0,1120,1120,1120,1,6,0,0,0,147000,5,5
1,0,0,0,0,0,0,0,630,630,630,1,3,0,0,0,75500,6,4
0,0,0,0,1,0,0,0,936,1054,1054,1,6,0,2,480,137500,7,6
0,0,0,0,0,0,0,0,783,807,1509,2,7,1,2,393,183200,5,6
0,0,2,1,0,0,0,0,832,832,832,1,4,0,2,528,105500,6,6
0,0,0,0,0,0,0,0,1822,1828,1828,2,9,1,3,774,314813,5,9
0,0,0,0,0,0,0,0,1482,1482,2262,2,10,2,3,749,305000,5,8
0,0,0,0,0,0,0,0,864,864,864,1,5,0,0,0,67000,3,3
0,0,0,0,0,0,0,0,1522,1548,2614,2,9,1,2,624,240000,7,6
0,0,0,0,0,0,0,0,980,980,980,1,6,0,2,484,135000,6,5
3,0,0,0,0,0,0,0,756,756,1512,2,4,1,2,440,168500,5,6
0,0,0,0,0,0,0,0,732,1012,1790,1,8,1,2,484,165150,5,6
0,0,2,0,0,0,0,0,1116,1116,1116,1,5,0,2,440,160000,6,6
0,0,0,0,0,0,0,1,978,1422,1422,1,6,1,1,286,139900,5,5
0,0,0,0,0,0,0,0,1156,1520,1520,1,7,2,1,364,153000,6,6
0,0,0,2,0,0,0,0,1040,1040,2080,1,9,2,2,504,135000,5,5
0,0,2,0,0,0,0,0,1248,1350,1350,1,6,0,2,520,168500,5,6
1,0,2,0,0,0,0,0,636,1089,1750,1,8,0,1,240,124000,6,5
0,0,0,0,0,0,0,0,1554,1554,1554,2,6,1,2,627,209500,5,8
0,0,0,0,1,0,0,0,1386,1411,1411,2,6,1,2,544,82500,5,7
0,0,2,0,0,0,0,0,1056,1056,1056,1,6,0,1,260,139400,7,5
0,0,0,0,0,0,0,1,1056,1056,1056,0,4,0,2,576,144000,5,6
4,0,0,0,0,0,0,0,1440,1440,3395,2,14,0,0,0,200000,7,6
1,0,0,0,2,2,0,0,264,800,800,1,4,1,0,0,60000,3,2
1,0,0,0,0,0,0,0,811,811,1387,2,7,0,1,256,93000,4,5
0,0,0,0,0,0,0,0,796,796,796,1,4,0,0,0,85000,7,5
0,0,0,0,0,0,0,0,1520,1567,1567,2,7,1,3,648,264561,5,8
0,0,0,0,0,0,0,0,1518,1518,1518,1,6,1,2,588,274000,5,8
3,0,0,0,0,0,0,0,1057,1057,1929,2,7,1,2,650,226000,5,7
0,0,0,0,0,0,0,0,1952,2000,2704,2,9,3,2,538,345000,7,8
0,0,0,0,0,0,0,0,780,780,1620,2,7,0,2,462,152000,5,5
3,0,0,0,0,0,0,0,1766,1766,1766,2,7,1,3,478,370878,5,9
0,0,2,0,0,0,0,0,981,981,981,1,5,0,2,576,143250,5,6
0,0,0,0,0,0,0,0,0,1048,1048,1,7,0,2,420,98300,5,5
0,0,0,0,0,0,0,0,1094,1094,1094,1,5,2,2,495,155000,5,6
0,0,0,0,0,0,0,0,756,1051,1839,1,7,1,2,442,155000,5,6
1,0,0,0,0,0,0,0,630,630,630,1,3,0,0,0,84500,6,4
3,0,0,0,0,0,0,0,813,822,1665,2,7,0,2,562,205950,6,7
0,0,0,0,0,0,0,0,755,755,1510,1,7,1,1,296,108000,5,4
0,0,0,0,0,0,0,0,880,909,1716,2,7,1,2,512,191000,5,7
1,0,0,0,0,0,0,0,756,756,1469,1,7,0,1,216,135000,7,6
0,0,0,0,1,0,0,0,2109,2113,2113,2,7,1,3,839,350000,6,8
1,0,0,0,0,0,0,0,525,525,1092,1,6,0,1,264,88000,5,6
0,0,0,0,0,0,0,0,1053,1053,1053,1,5,0,1,312,145500,7,5
0,0,0,1,2,0,0,0,776,851,1502,1,6,1,1,270,149000,6,7
0,0,0,0,0,0,0,0,912,912,1458,1,6,1,1,330,97500,5,6
0,0,2,0,1,0,0,0,1486,1486,1486,1,7,0,2,480,167000,7,5
0,0,3,0,0,0,0,0,793,1142,1935,2,7,1,2,550,197900,7,7
0,0,3,0,0,0,0,0,1629,1686,2448,2,8,1,3,711,402000,7,8
0,0,2,0,0,0,0,0,1392,1392,1392,1,5,2,2,576,110000,3,6
0,0,0,0,0,0,0,0,1138,1181,1181,2,6,0,2,588,137500,5,4
0,0,3,0,0,0,0,0,2077,2097,2097,1,8,1,3,1134,423000,5,8
0,0,2,0,0,0,0,0,1406,1454,1936,2,7,1,2,504,230500,5,8
0,0,0,0,1,0,0,0,1021,1465,2380,2,7,1,2,596,129000,5,6
0,0,0,0,0,0,0,0,1408,1679,1679,2,7,1,2,575,193500,5,6
0,0,2,1,0,0,0,0,1188,1437,1437,1,6,1,2,576,168000,6,5
0,0,0,0,0,0,0,0,700,1180,1180,1,5,1,1,252,137500,5,4
0,0,1,0,0,0,0,0,738,738,1476,2,7,0,2,540,173500,5,6
4,0,0,0,1,0,0,0,672,697,1369,2,6,0,1,300,103600,6,6
0,0,0,0,0,0,0,0,1208,1208,1208,1,6,1,2,546,165000,6,6
0,0,0,0,0,0,0,0,1477,1839,1839,2,7,2,2,416,257500,7,6
